elevation,mindate,maxdate,latitude,name,datacoverage,id,elevationUnit,longitude
61.6,1938-11-01,1969-12-01,32.44444,"MARION JUNCTION, AL US",0.9786,COOP:015116,METERS,-87.17972

61,1950-02-01,2015-11-01,32.4715,"MARION JUNCTION 2 NE, AL US",0.9912,COOP:015121,METERS,-87.2313

125,1931-01-01,1992-09-01,32.7028,"WALNUT HILL 3 W, AL US",0.9865,COOP:015140,METERS,-85.8936

57.9,1956-08-01,2015-11-01,32.2603,"MATHEWS, AL US",0.6714,COOP:015172,METERS,-86.0003

53,1934-05-01,1956-07-01,32.38333,"MAXWELL AFB, AL US",0.9999,COOP:015202,METERS,-86.35

164.9,1951-01-01,1953-12-01,33.36667,"BESSEMER, AL US",0.972,COOP:015233,METERS,-87.01667

106.7,1940-01-01,2015-11-01,31.9305,"MELVIN, AL US",0.6125,COOP:015354,METERS,-88.4587

182.9,1940-01-01,1970-06-01,32.88333,"MERTZ PONDVILLE TOWER, AL US",0.9455,COOP:015382,METERS,-87.33333

151.8,1948-01-01,2015-05-01,32.0596,"MIDWAY, AL US",0.2003,COOP:015397,METERS,-85.4951

24.1,1931-01-01,1967-10-01,32.1,"MILLERS FERRY, AL US",0.948,COOP:015417,METERS,-87.36667

35.1,1981-01-01,2015-11-01,32.1002,"MILLERS FERRY LOCK AND DAM, AL US",0.9667,COOP:015420,METERS,-87.3982

110,1931-01-01,1948-09-01,31.63333,"MILLRY, AL US",0.5915,COOP:015427,METERS,-88.31667

213.4,1931-01-01,1938-12-01,33.03333,"MILLTOWN, AL US",0.75,COOP:015431,METERS,-85.48333

83.8,1981-10-01,2015-10-01,33.575,"MILLPORT 2 E, AL US",0.9584,COOP:015435,METERS,-88.0344

65.5,1931-01-01,2013-12-01,32.4419,"MILSTEAD, AL US",0.9478,COOP:015439,METERS,-85.8889

113.1,1957-01-01,1978-07-01,32.1,"MINTER 3 NW, AL US",1,COOP:015449,METERS,-87.03333

128,1959-02-01,1966-09-01,32.11667,"MINTER 4 NW, AL US",0.0465,COOP:015454,METERS,-87.05

106.7,1937-01-01,1992-12-01,32.80444,"MITCHELL DAM, AL US",0.9688,COOP:015465,METERS,-86.44639

11.9,1966-02-01,1967-02-01,30.68333,"MOBILE ALA ST DOCKS, AL US",0.0586,COOP:015474,METERS,-88.03333

65.5,1948-01-01,2015-11-01,30.68833,"MOBILE REGIONAL AIRPORT, AL US",0.9951,COOP:015478,METERS,-88.24556

3,1948-01-01,1965-12-01,30.68333,"MOBILE, AL US",0.9814,COOP:015483,METERS,-88.03333

488,1948-01-01,1962-03-01,34.75,"MONTE SANO, AL US",0.9943,COOP:015529,METERS,-86.51667

125,1940-11-01,2015-11-01,33.098,"MONTEVALLO, AL US",0.8757,COOP:015537,METERS,-86.8658

249.9,1995-11-01,1998-01-01,33.1525,"MONTEVALLO 5 NW, AL US",0.8876,COOP:015539,METERS,-86.92278

67.1,1996-01-01,2007-07-01,32.3036,"MONTGOMERY NUMBER 2, AL US",0.8059,COOP:015547,METERS,-86.3997

61.6,1948-01-01,2015-11-01,32.2997,"MONTGOMERY AIRPORT, AL US",0.9951,COOP:015550,METERS,-86.4075

68.6,1998-03-01,2015-11-01,32.26,"MONTGOMERY 6 SW, AL US",0.9952,COOP:015553,METERS,-86.218

78,1948-01-01,1954-09-17,32.38333,"MONTGOMERY WEATHER BUREAU OFFICE, AL US",1,COOP:015555,METERS,-86.3

192,1948-01-01,1977-09-01,34.46667,"MOULTON, AL US",1,COOP:015625,METERS,-87.3

189.6,1957-01-01,2015-11-01,34.48833,"MOULTON 2, AL US",0.976,COOP:015635,METERS,-87.29889

36.6,1981-12-01,2015-11-01,32.9963,"MOUNDVILLE, AL US",0.9314,COOP:015658,METERS,-87.632

164.6,1940-12-01,2015-11-01,34.7441,"MUSCLE SHOALS REGIONAL AIRPORT, AL US",0.9489,COOP:015749,METERS,-87.5997

164.6,2012-01-01,2015-11-01,34.7586,"MUSCLE SHOALS WATER PLANT, AL US",1,COOP:015751,METERS,-87.6411

162.8,2001-07-01,2011-12-01,34.78889,"MUSCLE SHOALS 3 NE, AL US",0.9046,COOP:015752,METERS,-87.53944

54.9,1951-01-01,1967-06-01,31.71667,"NATCHEZ, AL US",0.975,COOP:015785,METERS,-87.26667

139.9,1948-01-01,1971-01-01,31.4,"NEW BROCKTON, AL US",0.7782,COOP:015842,METERS,-85.93333

192,1949-01-01,1962-03-01,34.51667,"NEWBURG, AL US",1,COOP:015847,METERS,-87.56667

232,1948-01-01,1962-03-01,34.9,"NEW MARKET, AL US",1,COOP:015862,METERS,-86.43333

223.1,1957-04-01,1977-06-01,34.91667,"NEW MARKET, AL US",0.8231,COOP:015867,METERS,-86.45

42.4,1931-01-01,1981-05-01,31.3458,"NEWTON, AL US",0.967,COOP:015875,METERS,-85.6227

177.1,1958-01-01,1959-05-01,34.81667,"NEW WILSON LOCK, AL US",0.9438,COOP:015890,METERS,-87.63333

176.8,1981-07-01,2010-10-01,33.3263,"OAK MOUNTAIN STATE PARK, AL US",0.659,COOP:016000,METERS,-86.7562

335.3,1937-01-01,2015-11-01,33.9265,"ONEONTA, AL US",0.9599,COOP:016121,METERS,-86.42116

195.1,1957-04-01,2015-11-01,32.6592,"OPELIKA, AL US",0.9347,COOP:016129,METERS,-85.4492

61,1941-01-01,1973-06-01,32.3,"ORRVILLE, AL US",0.9693,COOP:016161,METERS,-87.23333

179.8,2004-09-01,2015-11-01,34.5528,"OWENS CROSS ROADS 3 S, AL US",1,COOP:016196,METERS,-86.445

143.3,1931-01-01,1986-03-01,31.53333,"OZARK 6 NNW, AL US",0.9789,COOP:016218,METERS,-85.68333

195.1,1948-01-01,1981-01-01,34.7,"PAINT ROCK, AL US",0.9709,COOP:016226,METERS,-86.33333

220.1,1940-01-01,2012-12-01,33.7449,"PALMERDALE, AL US",0.9498,COOP:016246,METERS,-86.6418

1938-01-01,1944-06-01,33.71667,"PARRISH, AL US",0.1411,COOP:016278,-87.21667

292.9,1950-11-01,1951-01-01,33.6,"PELL CITY, AL US",0.9925,COOP:016327,METERS,-86.26667

246.9,1951-04-01,1960-05-01,33.6,"PELL CITY, AL US",0.9634,COOP:016328,METERS,-86.31667

292.9,1960-06-01,1976-07-01,33.6,"PELL CITY, AL US",0.9948,COOP:016329,METERS,-86.26667

25.9,1981-10-01,1998-06-01,32.22583,"PENNINGTON 2 NE, AL US",0.9753,COOP:016334,METERS,-88.02806

6.1,1950-02-01,1960-08-01,32.13333,"PENNINGTON LOCK 2, AL US",0.9056,COOP:016335,METERS,-88.03333

82.9,1940-01-01,2004-10-01,32.65667,"PERRYVILLE, AL US",0.937,COOP:016362,METERS,-87.09278

73.2,1948-01-01,2011-07-01,31.58833,"PETERMAN, AL US",0.9338,COOP:016370,METERS,-87.26806

118.9,1957-03-01,1959-01-01,32.51667,"PHENIX CITY 5 NW, AL US",0.7805,COOP:016397,METERS,-85.06667

174,1958-07-01,1974-10-01,32.5,"PHENIX CITY 2 NNW, AL US",0.9029,COOP:016398,METERS,-85.01667

52.1,1940-01-01,1977-06-01,33.21667,"PICKENSVILLE, AL US",0.9823,COOP:016414,METERS,-88.25

50.3,1977-07-01,1980-06-01,33.21,"ALICEVILLE L AND D, AL US",0.972,COOP:016418,METERS,-88.2878

80.8,1967-10-01,2015-11-01,31.8812,"PINE APPLE, AL US",0.9931,COOP:016436,METERS,-86.9865

34.1,1940-12-01,1968-04-01,31.98333,"PINE HILL, AL US",0.9271,COOP:016460,METERS,-87.6

146.3,1941-01-01,1989-06-01,32.03333,"PINE LEVEL 4 ESE, AL US",0.8936,COOP:016468,METERS,-85.98333

185.3,1980-05-01,2014-12-01,33.6906,"PINSON, AL US",0.9975,COOP:016478,METERS,-86.685

115.8,1968-03-01,1985-10-01,32.18333,"PITTSVIEW, AL US",0.8913,COOP:016501,METERS,-85.16667

70.1,1940-01-01,2015-11-01,32.613,"PLANTERSVILLE 2 SSE, AL US",0.9847,COOP:016508,METERS,-86.9055

192,1949-05-01,1962-03-01,34.95,"PLEASANT GROVE SCHOOL, AL US",0.9742,COOP:016521,METERS,-85.91667

31.1,1948-03-01,1957-02-01,32.15,"PLEASANT HILL, AL US",0.4185,COOP:016526,METERS,-86.91667

92,1931-01-01,1978-06-01,32.48333,"PRATTVILLE, AL US",0.8825,COOP:016640,METERS,-86.48333

107,2001-12-01,2007-04-01,32.44528,"PRATTVILLE 3 SW, AL US",1,COOP:016643,METERS,-86.555

54.9,1931-01-01,1965-05-01,32.3,"PRIMROSE FARM, AL US",0.9589,COOP:016684,METERS,-86.25

78.9,1931-01-01,1964-12-01,32.2,"PUSHMATAHA, AL US",0.9558,COOP:016719,METERS,-88.35

402.9,1956-01-01,1962-03-01,34.5,"RAINSVILLE, AL US",0.9203,COOP:016762,METERS,-85.86667

207,1949-01-01,1979-10-01,34.43333,"RED BAY, AL US",0.9839,COOP:016805,METERS,-88.13333

174,1954-08-01,1975-05-01,34.58333,"REDSTONE ARSENAL, AL US",1,COOP:016833,METERS,-86.6

70.1,1938-01-01,2011-12-01,33.37389,"REFORM, AL US",0.9651,COOP:016847,METERS,-88.00528

54.9,1931-01-01,1979-06-01,31.35,"RIVER FALLS, AL US",0.9331,COOP:016937,METERS,-86.53333

57.9,1948-01-01,1981-01-01,31.36667,"RIVER FALLS 2 NE, AL US",0.6225,COOP:016942,METERS,-86.51667

110,1935-01-01,1938-01-01,34.83333,"RIVERTON, MS US",0.9993,COOP:016956,METERS,-88.33333

49.1,1931-01-01,2015-11-01,30.5654,"ROBERTSDALE, AL US",0.9882,COOP:016988,METERS,-87.7018

182.9,1954-07-01,2015-11-01,32.8711,"ROCKFORD 3 ESE, AL US",0.8399,COOP:017020,METERS,-86.1758

228.6,1938-06-01,2015-11-01,33.158,"ROCK MILLS, AL US",0.8344,COOP:017025,METERS,-85.2911

225.9,1952-12-01,1962-03-01,34.5,"RUSSELLVILLE, AL US",1,COOP:017126,METERS,-87.73333

253,1953-09-01,2015-11-01,34.51,"RUSSELLVILLE NUMBER 2, AL US",0.984,COOP:017131,METERS,-87.7319

243.8,1931-01-01,2015-11-01,34.1736,"SAINT BERNARD, AL US",0.9775,COOP:017157,METERS,-86.8133

118.9,1938-01-01,1938-02-01,33.41667,"SAMANTHA, AL US",1,COOP:017185,METERS,-87.6

362.7,1949-01-01,2015-11-01,34.28778,"SAND MOUNTAIN SUBSTATION, AL US",0.9876,COOP:017207,METERS,-85.96806

94.5,1938-01-01,1992-03-01,33.7525,"SUMITON, AL US",0.8894,COOP:017282,METERS,-87.04833

187.5,1931-01-01,2015-11-01,34.6736,"SCOTTSBORO, AL US",0.9676,COOP:017304,METERS,-86.0536

200.9,1949-01-01,1962-03-01,34.68333,"SCOTTSBORO SUBSTATION, AL US",0.9752,COOP:017310,METERS,-86.01667

129.5,1996-06-01,2015-11-01,32.32167,"SEALE, AL US",0.8419,COOP:017326,METERS,-85.16833

118.9,1931-01-01,1964-12-01,32.3,"SEALE, AL US",0.7647,COOP:017328,METERS,-85.16667

167.9,1953-09-01,1959-06-01,32.3,"SEALE 6 W, AL US",0.8864,COOP:017329,METERS,-85.25

44.8,1931-01-01,2015-11-01,32.411,"SELMA, AL US",0.9912,COOP:017366,METERS,-87.0144

54.9,1931-01-01,1938-04-01,30.63333,"SEVEN HILLS, AL US",0.6254,COOP:017383,METERS,-88.36667

156.1,1948-01-01,1954-07-01,34.76667,"SHEFFIELD TVA NURSERY, AL US",0.9876,COOP:017415,METERS,-87.7

185.9,1949-01-01,1962-03-01,34.85,"SHOEMAKER SPRINGS, AL US",0.994,COOP:017460,METERS,-87.2

75.9,1948-07-01,1969-12-01,31.11667,"SLOCOMB, AL US",0.8875,COOP:017576,METERS,-85.6

153,1949-01-01,1949-03-01,34.76667,"SMITHSONIA, AL US",1,COOP:017599,METERS,-87.85

70.1,1938-01-01,1967-09-01,32,"SNOW HILL, AL US",0.9721,COOP:017620,METERS,-87.01667

342,1948-01-01,1962-03-01,34.4,"SOUTH HILL, AL US",0.9768,COOP:017671,METERS,-86.03333

178.3,2013-01-01,2015-11-01,34.6375,"SOUTHWEST HUNTSVILLE, AL US",1,COOP:017674,METERS,-86.7269

54.9,1938-01-01,1951-06-01,30.7,"SPRING HILL, AL US",0.9201,COOP:017733,METERS,-88.16667

122.8,1984-02-01,2015-11-01,33.91571,"SULLIGENT, AL US",0.9163,COOP:017947,METERS,-88.10147

94.5,1992-04-01,2004-04-01,33.7525,"SUMITON, AL US",0.8622,COOP:017955,METERS,-87.04833

44.2,1949-11-01,1980-06-01,32.5411,"SUTTLE, AL US",0.9294,COOP:017963,METERS,-87.1783

203.9,1948-01-01,1962-03-01,34.88333,"SWAIM, AL US",0.9768,COOP:017968,METERS,-86.21667

167.9,1937-01-01,1959-07-01,33.16667,"SYLACAUGA 2 W, AL US",0.9854,COOP:017994,METERS,-86.28333

149.4,1955-01-01,2015-11-01,33.2053,"SYLACAUGA 4 NE, AL US",0.9015,COOP:017999,METERS,-86.2114

427,1948-01-01,1962-03-01,34.56667,"SYLVANIA, AL US",0.9768,COOP:018012,METERS,-85.81667

136.6,1931-01-01,2015-11-01,33.4163,"TALLADEGA, AL US",0.9843,COOP:018024,METERS,-86.135

586.1,1944-03-01,1959-09-01,33.3,"TALLADEGA HORN MOUNTAIN TOWER, AL US",0.7112,COOP:018032,METERS,-86.06667

53.9,1978-04-01,2015-11-01,32.4392,"TALLAPOOSA WATER PLANT, AL US",0.9867,COOP:018038,METERS,-86.2025

118.9,1931-01-01,2014-01-01,31.91722,"THOMASVILLE, AL US",0.9889,COOP:018178,METERS,-87.73472

61,1948-01-01,1972-04-01,32.9,"THORSBY 1 SW, AL US",0.9116,COOP:018204,METERS,-86.73333

207.3,1957-10-01,2015-11-01,32.9205,"THORSBY EXPERIMENTAL STATION, AL US",0.9828,COOP:018209,METERS,-86.6708

87.8,1937-01-01,1992-09-01,32.53333,"THURLOW DAM, AL US",0.9791,COOP:018215,METERS,-85.9

70.1,1940-01-01,1949-06-01,31.33333,"TIBBIE 2 S, AL US",1,COOP:018223,METERS,-88.25

253,1948-01-01,1981-01-01,34.9,"TONEY, AL US",0.9943,COOP:018259,METERS,-86.73333

143,1942-01-01,1967-03-01,33.81667,"TRAFFORD, AL US",0.9701,COOP:018285,METERS,-86.73333

165.2,1931-01-01,2015-11-01,31.8075,"TROY, AL US",0.9657,COOP:018323,METERS,-85.9722

168.9,2012-05-01,2014-01-01,31.8351,"TROY NUMBER 2, AL US",0.0304,COOP:018325,METERS,-85.9329

51.5,1941-11-01,2015-11-01,33.2119,"TUSCALOOSA ACFD, AL US",0.9843,COOP:018380,METERS,-87.6161

45.7,2010-05-01,2015-11-01,33.2119,"TUSCALOOSA AIRPORT ASOS, AL US",0.9997,COOP:018383,METERS,-87.6161

46.3,1931-01-01,2015-11-01,33.2097,"TUSCALOOSA OLIVER DAM, AL US",0.9637,COOP:018385,METERS,-87.5936

134.1,1931-01-01,1954-06-01,32.43333,"TUSKEGEE, AL US",0.9931,COOP:018398,METERS,-85.7

128,1954-07-01,1968-12-01,32.38333,"TUSKEGEE 3 S, AL US",0.9767,COOP:018403,METERS,-85.65

128,1969-01-01,1969-12-01,32.38333,"TUSKEGEE 3 SW, AL US",0.9173,COOP:018406,METERS,-85.71667

134.1,1931-01-01,2015-11-01,32.0142,"UNION SPRINGS 9 S, AL US",0.9892,COOP:018438,METERS,-85.7464

50.3,1940-01-01,2015-11-01,32.5505,"UNIONTOWN, AL US",0.9089,COOP:018446,METERS,-87.5309

70.1,1938-01-01,1956-09-01,33.2,"UNIVERSITY, AL US",0.9775,COOP:018454,METERS,-87.55

341.7,1931-01-01,2015-11-01,34.5686,"VALLEY HEAD, AL US",0.9784,COOP:018469,METERS,-85.6063

149,1940-01-01,1960-05-01,33.16667,"VANCE, AL US",0.9551,COOP:018477,METERS,-87.21667

90.8,1948-01-01,2015-11-01,33.7392,"VERNON, AL US",0.8687,COOP:018517,METERS,-88.1275

136.9,1981-06-01,1982-09-01,32.6,"VIDA 2 SE, AL US",1,COOP:018580,METERS,-86.65

205.7,1933-10-01,1992-10-01,33.11667,"WADLEY, AL US",0.9294,COOP:018605,METERS,-85.56667

216.4,2003-10-01,2015-11-01,33.13611,"WADLEY NR 2, AL US",0.9383,COOP:018608,METERS,-85.58694

62.5,1941-01-01,2015-11-01,31.2099,"WALLACE 2 E, AL US",0.9689,COOP:018637,METERS,-87.1788

259.1,1941-07-01,2015-11-01,34.0661,"WALNUT GROVE, AL US",0.8275,COOP:018648,METERS,-86.3069

125,1993-05-01,2015-11-01,32.7028,"WALNUT HILL 3 W, AL US",0.952,COOP:018653,METERS,-85.8936

164.9,1967-03-01,1972-05-01,33.81667,"WARRIOR, AL US",0.9998,COOP:018668,METERS,-86.81667

158.5,1972-04-01,2014-01-01,33.7924,"WARRIOR, AL US",0.9886,COOP:018670,METERS,-86.8258

33.5,1957-12-01,2015-11-01,32.7744,"WARRIOR LOCK AND DAM, AL US",0.9871,COOP:018673,METERS,-87.8306

139.9,1938-01-01,1976-07-01,34.91667,"WATERLOO, AL US",0.8942,COOP:018686,METERS,-88.06667

251.8,2004-01-01,2006-08-01,33.36778,"WEDOWEE, AL US",1,COOP:018692,METERS,-85.49833

179.8,1981-10-01,1992-12-01,34.1324,"WEISS DAM, AL US",0.9998,COOP:018755,METERS,-85.7926

152.4,1940-01-01,2015-11-01,33.1186,"WEST BLOCTON, AL US",0.9737,COOP:018809,METERS,-87.1268

283.5,2007-12-01,2015-11-01,34.2834,"WEST POINT, AL US",0.875,COOP:018812,METERS,-86.9142

91.4,1931-01-01,2015-11-01,32.59306,"WETUMPKA, AL US",0.9509,COOP:018859,METERS,-86.17111

53.3,1999-01-01,2003-05-01,32.44639,"WETUMPKA 8 SE, AL US",1,COOP:018862,METERS,-86.14167

51.8,1940-01-01,2007-09-01,31.6508,"WHATLEY, AL US",0.9927,COOP:018867,METERS,-87.7097

177.1,1948-01-01,1962-03-01,34.78333,"WHEELER DAM, AL US",1,COOP:018875,METERS,-87.35

9.1,1950-02-01,1960-11-01,32.28333,"WHITFIELD LOCK 3, AL US",0.9464,COOP:018925,METERS,-88.01667

192,1950-04-01,1962-03-01,34.88333,"WIDOWS CREEK STEAM PLANT, AL US",0.9649,COOP:018936,METERS,-85.75

161.8,1949-01-01,1962-03-01,34.8,"WILSON DAM, AL US",1,COOP:018980,METERS,-87.61667

158.5,1937-05-01,2015-11-01,33.9107,"WINFIELD 2 SW, AL US",0.9841,COOP:018998,METERS,-87.8469

103.9,1931-01-01,1970-06-01,32.56667,"YATES HYDRO PLANT, AL US",0.9853,COOP:019103,METERS,-85.9

225.9,1949-01-01,1962-03-01,34.95,"YOUNGS STORE, AL US",0.9877,COOP:019350,METERS,-87.86667

138.1,1931-01-01,1937-08-01,32.98333,"AGUA CALIENTE, AZ US",0.7875,COOP:020040,METERS,-113.33333

659.9,1931-01-01,2015-11-01,33.9433,"AGUILA, AZ US",0.845,COOP:020060,METERS,-113.1875

533.7,1931-01-01,2015-11-01,32.3698,"AJO, AZ US",0.9941,COOP:020080,METERS,-112.8599

435.9,1940-01-01,1975-04-01,32.45,"AJO WELL, AZ US",1,COOP:020088,METERS,-112.83333

323.1,1948-03-01,1965-04-01,34.26667,"ALAMO, AZ US",0.6217,COOP:020096,METERS,-113.56667

289.9,1957-02-01,1960-07-01,34.2,"ALAMO 8 SW, AZ US",0.9534,COOP:020097,METERS,-113.7

926.9,1931-01-01,1946-03-01,33.5,"ALAMO RANGER STATION, AZ US",0.9674,COOP:020098,METERS,-110.85

451.1,1962-02-01,1974-11-01,34.25,"ALAMO DAM 6 ESE, AZ US",0.987,COOP:020099,METERS,-113.46667

393.2,1965-03-01,2015-11-01,34.228,"ALAMO DAM, AZ US",0.9999,COOP:020100,METERS,-113.5777

348.1,1946-01-01,1976-09-01,33.51667,"ALHAMBRA 2 NE, AZ US",1,COOP:020104,METERS,-112.11667

2453.6,1931-01-01,2015-11-01,33.8492,"ALPINE, AZ US",0.9716,COOP:020159,METERS,-109.1469

2792,1985-07-01,1988-05-01,33.6391,"ALPINE 18 SW, AZ US",0.9137,COOP:020170,METERS,-109.3277

2051.3,1989-11-01,2009-11-01,33.7383,"ALPINE 8 SSE, AZ US",0.9627,COOP:020174,METERS,-109.1166

929.9,1941-07-01,1976-09-01,31.71667,"AMADO 1 SE, AZ US",0.9408,COOP:020204,METERS,-111.05

840.9,1942-12-01,2015-11-01,31.9793,"ANVIL RANCH, AZ US",0.9555,COOP:020287,METERS,-111.3837

630.9,1987-05-01,2015-11-01,33.4625,"APACHE JUNCTION 5 NE, AZ US",0.997,COOP:020288,METERS,-111.4813

1603.9,1955-08-01,1956-12-01,35.06667,"ANVIL ROCK, AZ US",0.997,COOP:020291,METERS,-113.13333

1641,1965-03-01,1980-08-01,31.71667,"APACHE 6 WNW, AZ US",0.9782,COOP:020300,METERS,-109.23333

524.9,1962-09-01,1979-12-01,33.41667,"APACHE JUNCTION, AZ US",0.75,COOP:020306,METERS,-111.55

576.1,1965-01-01,1969-04-01,33.46667,"APACHE JUNCTION 4 NN, AZ US",1,COOP:020307,METERS,-111.58333

1124.4,1931-01-01,1990-04-01,31.9,"APACHE POWDER COMPNY, AZ US",0.9959,COOP:020309,METERS,-110.25

1118.9,1952-01-01,1953-08-01,32.78333,"ARAVAIPA RANGER STATION, AZ US",0.9996,COOP:020344,METERS,-110.26667

1112.2,1956-01-01,2015-11-01,31.57669,"ARIVACA, AZ US",0.9124,COOP:020380,METERS,-111.31709

464.8,2002-03-01,2015-11-01,32.7306,"ARIZONA CITY, AZ US",0.9332,COOP:020404,METERS,-111.6917

381,1963-07-01,1968-02-01,33.5,"ARIZONA FALLS 1 WNW, AZ US",0.9997,COOP:020406,METERS,-111.98333

860.1,1962-01-01,1973-06-01,32.25,"ARIZONA SONORA DST M, AZ US",0.8409,COOP:020415,METERS,-111.16667

1434.1,1948-01-01,1951-12-01,33.26667,"ARSENIC TUBS, AZ US",0.5417,COOP:020433,METERS,-109.83333

1403,1948-01-01,1948-02-01,33.36667,"ASH CREEK, AZ US",1,COOP:020459,METERS,-110.01667

1007.1,1931-04-01,1948-05-01,33.96667,"ASHDALE R S, AZ US",0.9222,COOP:020467,METERS,-111.86667

1617,1909-04-01,1987-09-01,35.3,"ASH FORK 6 N, AZ US",0.8185,COOP:020482,METERS,-112.48333

1546.9,1948-01-01,2014-01-01,35.1989,"ASH FORK 3, AZ US",0.2637,COOP:020487,METERS,-112.4886

1623.4,1976-04-01,1983-12-01,35.28333,"ASH FORK 5 N, AZ US",0.9999,COOP:020490,METERS,-112.46667

1749.6,1984-12-01,1991-11-01,35.26667,"ASH FORK 12 WNW, AZ US",0.7621,COOP:020492,METERS,-112.66667

1570,1984-04-01,1984-07-01,35.21667,"ASH FORK CAMPGROUND, AZ US",0.998,COOP:020494,METERS,-112.48333

472.4,1956-01-01,2015-11-01,33.0869,"ASHURST HAYDEN DAM, AZ US",0.9625,COOP:020498,METERS,-111.2864

976,1931-01-01,1949-11-10,34.6,"BAGDAD, AZ US",0.9912,COOP:020582,METERS,-113.2

1254.9,1978-09-01,1986-08-01,34.6,"BAGDAD 2, AZ US",1,COOP:020584,METERS,-113.13333

1199.4,1949-07-01,2015-11-01,34.5975,"BAGDAD, AZ US",0.872,COOP:020586,METERS,-113.1745

1293,1950-04-01,1975-04-01,34.65,"BAGDAD 8 NE, AZ US",1,COOP:020590,METERS,-113.08333

946.1,1952-01-01,1980-02-17,34.03333,"BAR T BAR RANCH, AZ US",0.8274,COOP:020625,METERS,-111.36667

502.9,1939-09-01,2015-11-01,33.8097,"BARTLETT DAM, AZ US",0.9847,COOP:020632,METERS,-111.6497

1147,1940-06-01,1956-04-01,31.93333,"MOUNT FAGAN RANCH, AZ US",0.9844,COOP:020640,METERS,-110.76667

387.1,1950-02-01,1978-06-01,33.66667,"BEARDSLEY, AZ US",0.9971,COOP:020660,METERS,-112.38333

